name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug
Christopher Newport University,66%,"$42,500 USD",15:1,74%,"$22,029 USD",379,60.1%,1715,"Newport News, Virginia",1715,"5,172",4362,Christopher-Newport-University
Goshen College,70%,"$37,800 USD",10:1,99%,"$18,878 USD",380,65.9%,1509,"Goshen, Indiana",1509,839,1338,Goshen-College
DeSales University,70%,"$47,700 USD",13:1,100%,"$28,228 USD",381,77.6%,1550,"Center Valley, Pennsylvania",1550,"3,136",3565,DeSales-University
Saint Michael's College,75%,"$46,600 USD",11:1,100%,"$30,248 USD",382,76.0%,1755,"Colchester, Vermont",1755,"2,367",4339,Saint-Michael-s-College
Simpson College,65%,"$43,500 USD",12:1,100%,"$22,474 USD",383,89.5%,1635,"Indianola, Iowa",1635,"1,690",1493,Simpson-College
York College Pennsylvania,58%,"$47,500 USD",16:1,99%,"$21,770 USD",384,43.0%,1555,"York, Pennsylvania",1555,"4,739",3846,York-College-Pennsylvania
Mount Saint Joseph University,57%,"$40,800 USD",12:1,99%,"$18,140 USD",385,15.1%,1477,"Cincinnati, Ohio",1477,"2,073",3323,Mount-Saint-Joseph-University
Moravian College,74%,"$48,600 USD",12:1,99%,"$28,522 USD",386,74.6%,1500,"Bethlehem, Pennsylvania",1500,"2,261",3710,Moravian-College
Baldwin Wallace University,71%,"$44,900 USD",13:1,100%,"$21,465 USD",387,60.2%,1612,"Berea, Ohio",1612,"3,996",3203,Baldwin-Wallace-University
Hollins University,60%,"$32,100 USD",9:1,100%,"$18,014 USD",388,61.0%,1655,"Roanoke, Virginia",1655,802,4380,Hollins-University
University of Oregon,67%,"$41,700 USD",19:1,78%,"$15,128 USD",389,74.2%,1672,"Eugene, Oregon",1672,"24,032",3527,University-of-Oregon
Pennsylvania State University-Penn State DuBois,54%,"$47,700 USD",11:1,95%,"$15,112 USD",390,85.0%,1405,"Dubois, Pennsylvania",1405,602,3738,Pennsylvania-State-University-Penn-State-DuBois
University of Oklahoma-Norman Campus,66%,"$46,700 USD",18:1,87%,"$16,909 USD",391,77.6%,1800,"Norman, Oklahoma",1800,"27,428",3461,University-of-Oklahoma-Norman-Campus
Pennsylvania State University-Penn State Lehigh Valley,56%,"$47,700 USD",14:1,87%,"$13,760 USD",392,86.4%,1495,"Center Valley, Pennsylvania",1495,893,3732,Pennsylvania-State-University-Penn-State-Lehigh-Valley
Maryville University of Saint Louis,67%,"$45,700 USD",13:1,88%,"$25,160 USD",393,72.3%,,"Saint Louis, Missouri",,"6,414",2347,Maryville-University-of-Saint-Louis
Geneva College,67%,"$38,900 USD",15:1,100%,"$21,018 USD",394,73.3%,1535,"Beaver Falls, Pennsylvania",1535,"1,714",3645,Geneva-College
Seton Hall University,64%,"$53,800 USD",13:1,98%,"$27,404 USD",395,76.2%,1717,"South Orange, New Jersey",1717,"9,824",2632,Seton-Hall-University
Saint Joseph's University,79%,"$58,400 USD",13:1,100%,"$37,191 USD",396,81.9%,1665,"Philadelphia, Pennsylvania",1665,"8,625",3790,Saint-Joseph-s-University
Franklin College,57%,"$40,800 USD",12:1,100%,"$22,303 USD",397,69.8%,1460,"Franklin, Indiana",1460,"1,087",1336,Franklin-College
Eureka College,61%,"$35,500 USD",13:1,100%,"$16,547 USD",398,62.4%,1725,"Eureka, Illinois",1725,695,1177,Eureka-College
SUNY College at Plattsburgh,60%,"$39,500 USD",16:1,97%,"$13,674 USD",399,49.7%,1635,"Plattsburgh, New York",1635,"5,718",2977,SUNY-College-at-Plattsburgh
SUNY College at Oswego,58%,"$40,800 USD",17:1,99%,"$16,021 USD",400,51.0%,1650,"Oswego, New York",1650,"7,937",2972,SUNY-College-at-Oswego
Hiram College,65%,"$37,000 USD",10:1,100%,"$23,517 USD",401,57.6%,1528,"Hiram, Ohio",1528,"1,122",3275,Hiram-College
Mount Carmel College of Nursing,56%,"$55,500 USD",13:1,94%,"$14,524 USD",402,81.7%,,"Columbus, Ohio",,"1,063",3320,Mount-Carmel-College-of-Nursing
College of Our Lady of the Elms,68%,"$44,300 USD",13:1,99%,"$22,379 USD",403,74.9%,1450,"Chicopee, Massachusetts",1450,"1,712",1984,College-of-Our-Lady-of-the-Elms
Millikin University,60%,"$42,000 USD",11:1,100%,"$21,093 USD",404,60.0%,1580,"Decatur, Illinois",1580,"2,152",1243,Millikin-University
University of Massachusetts-Lowell,54%,"$50,200 USD",17:1,91%,"$17,035 USD",405,56.8%,1800,"Lowell, Massachusetts",1800,"18,047",1944,University-of-Massachusetts-Lowell
Whitworth University,74%,"$41,100 USD",11:1,99%,"$27,365 USD",406,62.4%,1745,"Spokane, Washington",1745,"2,650",4528,Whitworth-University
Columbia International University,64%,"$29,900 USD",14:1,86%,"$17,942 USD",407,34.0%,1545,"Columbia, South Carolina",1545,"1,001",3885,Columbia-International-University
MCPHS University,62%,"$113,400 USD",16:1,98%,"$36,043 USD",408,86.6%,1590,"Boston, Massachusetts",1590,"7,074",1951,MCPHS-University
Stockton University,65%,"$46,700 USD",17:1,85%,"$14,980 USD",409,64.4%,1600,"Galloway, New Jersey",1600,"8,674",2638,Stockton-University
Arizona State University-Tempe,59%,"$45,100 USD",23:1,90%,"$12,893 USD",410,82.9%,1725,"Tempe, Arizona",1725,"51,984",86,Arizona-State-University-Tempe
Union University,64%,"$39,500 USD",10:1,100%,"$25,166 USD",411,69.1%,1717,"Jackson, Tennessee",1717,"3,583",4061,Union-University
SUNY at Fredonia,64%,"$39,600 USD",14:1,96%,"$15,991 USD",413,59.3%,1560,"Fredonia, New York",1560,"4,842",2968,SUNY-at-Fredonia
Samford University,69%,"$45,800 USD",12:1,98%,"$28,578 USD",414,93.3%,1660,"Birmingham, Alabama",1660,"5,206",50,Samford-University
The University of Alabama,67%,"$41,900 USD",24:1,80%,"$18,814 USD",415,53.6%,1635,"Tuscaloosa, Alabama",1635,"37,098",7936,The-University-of-Alabama
Bellarmine University,66%,"$46,600 USD",12:1,100%,"$24,427 USD",416,83.9%,1646,"Louisville, Kentucky",1646,"3,846",1587,Bellarmine-University
University of St Francis,57%,"$45,200 USD",11:1,100%,"$17,616 USD",417,50.5%,1520,"Joliet, Illinois",1520,"3,957",1280,University-of-St-Francis
Western New England University,60%,"$56,500 USD",12:1,98%,"$28,955 USD",418,80.9%,1605,"Springfield, Massachusetts",1605,"3,912",2009,Western-New-England-University
Towson University,65%,"$49,200 USD",17:1,74%,"$14,696 USD",419,73.4%,1620,"Towson, Maryland",1620,"22,284",1861,Towson-University
Saint Francis University,71%,"$46,400 USD",14:1,98%,"$25,291 USD",420,74.1%,1550,"Loretto, Pennsylvania",1550,"2,664",3789,Saint-Francis-University
Nazareth College,68%,"$44,200 USD",9:1,100%,"$27,169 USD",421,75.6%,1660,"Rochester, New York",1660,"2,871",2867,Nazareth-College
Baptist Memorial College of Health Sciences,39%,"$54,100 USD",10:1,100%,"$9,096 USD",422,55.4%,1690,"Memphis, Tennessee",1690,"1,079",3966,Baptist-Memorial-College-of-Health-Sciences
Arcadia University,61%,"$42,900 USD",10:1,100%,"$26,632 USD",423,59.3%,1633,"Glenside, Pennsylvania",1633,"3,984",3578,Arcadia-University
Roberts Wesleyan College,61%,"$42,100 USD",13:1,99%,"$22,276 USD",424,66.3%,1570,"Rochester, New York",1570,"1,712",2912,Roberts-Wesleyan-College
SUNY College at Cortland,70%,"$45,000 USD",16:1,93%,"$16,955 USD",425,50.8%,1582,"Cortland, New York",1582,"6,926",2967,SUNY-College-at-Cortland
Cedar Crest College,60%,"$46,300 USD",10:1,99%,"$18,500 USD",426,67.5%,1420,"Allentown, Pennsylvania",1420,"1,591",3597,Cedar-Crest-College
Augsburg College,64%,"$45,700 USD",12:1,98%,"$25,760 USD",427,59.2%,1602,"Minneapolis, Minnesota",1602,"3,458",2142,Augsburg-College
Wesleyan College,64%,"$36,200 USD",8:1,98%,"$15,460 USD",428,,1485,"Macon, Georgia",1485,,7962,Wesleyan-College
Dominican University,63%,"$42,600 USD",11:1,100%,"$18,730 USD",429,62.8%,1435,"River Forest, Illinois",1435,"3,696",1277,Dominican-University
Earlham College,71%,"$33,400 USD",9:1,97%,"$23,258 USD",430,61.6%,1825,"Richmond, Indiana",1825,"1,067",1332,Earlham-College
Lipscomb University,64%,"$38,000 USD",12:1,99%,"$24,222 USD",431,60.8%,1713,"Nashville, Tennessee",1713,"4,680",3979,Lipscomb-University
Spelman College,68%,"$46,000 USD",10:1,95%,"$31,986 USD",432,48.3%,1530,"Atlanta, Georgia",1530,"2,144",1068,Spelman-College
Corban University,53%,"$35,100 USD",15:1,96%,"$22,684 USD",433,30.5%,1575,"Salem, Oregon",1575,"1,232",3548,Corban-University
West Chester University of Pennsylvania,69%,"$46,100 USD",19:1,82%,"$19,191 USD",434,58.7%,1590,"West Chester, Pennsylvania",1590,"16,597",3835,West-Chester-University-of-Pennsylvania
University of Mount Union,63%,"$41,900 USD",13:1,100%,"$24,040 USD",435,75.0%,1522,"Alliance, Ohio",1522,"2,191",3321,University-of-Mount-Union
University of Arkansas,60%,"$43,400 USD",19:1,79%,"$14,693 USD",436,60.1%,1672,"Fayetteville, Arkansas",1672,"26,754",152,University-of-Arkansas
Asbury University,64%,"$33,600 USD",11:1,99%,"$21,622 USD",437,56.9%,1635,"Wilmore, Kentucky",1635,"1,915",1583,Asbury-University
Kettering University,61%,"$77,400 USD",14:1,100%,"$34,825 USD",438,70.1%,1798,"Flint, Michigan",1798,"2,252",2057,Kettering-University
Roanoke College,64%,"$44,000 USD",11:1,100%,"$29,720 USD",439,72.5%,1624,"Salem, Virginia",1624,"2,001",4419,Roanoke-College
Azusa Pacific University,65%,"$50,000 USD",11:1,97%,"$28,340 USD",440,80.9%,1597,"Azusa, California",1597,"9,975",232,Azusa-Pacific-University
Northland College,58%,"$32,500 USD",9:1,100%,"$19,191 USD",441,57.2%,1577,"Ashland, Wisconsin",1577,541,4623,Northland-College
Mount St Mary's University,66%,"$49,900 USD",12:1,100%,"$29,409 USD",442,67.2%,1525,"Emmitsburg, Maryland",1525,"2,257",1847,Mount-St-Mary-s-University
Auburn University,68%,"$45,700 USD",19:1,75%,"$21,457 USD",443,77.7%,1745,"Auburn, Alabama",1745,"27,287",12,Auburn-University
Transylvania University,72%,"$39,700 USD",11:1,100%,"$23,259 USD",444,92.7%,1755,"Lexington, Kentucky",1755,"1,053",1657,Transylvania-University
CUNY Queens College,56%,"$47,500 USD",14:1,86%,"$10,515 USD",445,40.4%,1665,"Queens, New York",1665,"19,520",2768,CUNY-Queens-College
Molloy College,66%,"$55,900 USD",10:1,97%,"$26,644 USD",446,75.5%,1575,"Rockville Centre, New York",1575,"4,894",2858,Molloy-College
Concordia College at Moorhead,71%,"$41,300 USD",11:1,100%,"$23,426 USD",447,78.2%,1883,"Moorhead, Minnesota",1883,"2,177",2151,Concordia-College-at-Moorhead
Appalachian Bible College,64%,"$28,700 USD",15:1,100%,"$16,050 USD",448,47.5%,1545,"Mount Hope, West Virginia",1545,281,4532,Appalachian-Bible-College
Arizona State University-West,55%,,12:1,93%,"$10,481 USD",449,75.5%,1612,"Glendale, Arizona",1612,"3,619",5439,Arizona-State-University-West
Wells College,58%,"$33,700 USD",9:1,99%,"$20,542 USD",450,62.7%,1475,"Aurora, New York",1475,555,3007,Wells-College
Meredith College,62%,"$36,700 USD",12:1,100%,"$24,498 USD",451,60.0%,1537,"Raleigh, North Carolina",1537,"1,949",3090,Meredith-College
Capital University,58%,"$41,100 USD",12:1,100%,"$22,016 USD",452,71.9%,1600,"Columbus, Ohio",1600,"3,465",3214,Capital-University
Texas Tech University,59%,"$47,500 USD",22:1,74%,"$15,005 USD",453,63.1%,1645,"Lubbock, Texas",1645,"35,859",4269,Texas-Tech-University
Alfred University,62%,"$41,600 USD",13:1,100%,"$20,903 USD",454,68.4%,1515,"Alfred, New York",1515,"2,286",2688,Alfred-University
Oklahoma Baptist University,55%,"$35,900 USD",15:1,100%,"$17,320 USD",455,61.0%,1522,"Shawnee, Oklahoma",1522,"1,986",3458,Oklahoma-Baptist-University
Independence University,100%,"$28,500 USD",32:1,93%,"$27,286 USD",456,,,"Salt Lake City, Utah",,,8713,Independence-University
Carthage College,65%,"$43,200 USD",12:1,100%,"$27,431 USD",457,70.2%,1717,"Kenosha, Wisconsin",1717,"2,978",4593,Carthage-College
Colorado State University-Fort Collins,64%,"$44,500 USD",18:1,77%,"$15,664 USD",458,80.8%,1717,"Fort Collins, Colorado",1717,"30,614",671,Colorado-State-University-Fort-Collins
Bethel College-Indiana,65%,"$34,900 USD",12:1,100%,"$18,079 USD",459,66.5%,1480,"Mishawaka, Indiana",1480,"1,719",1322,Bethel-College-Indiana
Grove City College,82%,,13:1,72%,"$19,824 USD",460,81.0%,1788,"Grove City, Pennsylvania",1788,"2,444",3651,Grove-City-College
California State University-Fullerton,53%,"$45,000 USD",25:1,75%,"$7,915 USD",461,41.9%,1545,"Fullerton, California",1545,"38,948",264,California-State-University-Fullerton
Rutgers University-Camden,55%,"$54,500 USD",12:1,95%,"$13,524 USD",462,58.4%,1520,"Camden, New Jersey",1520,"6,408",2625,Rutgers-University-Camden
Wagner College,62%,"$54,800 USD",15:1,99%,"$25,697 USD",463,68.5%,1730,"Staten Island, New York",1730,"2,213",3005,Wagner-College
Principia College,76%,,6:1,94%,"$14,312 USD",464,75.5%,1578,"Elsah, Illinois",1578,460,1265,Principia-College
University of Rhode Island,60%,"$47,600 USD",17:1,93%,"$18,371 USD",465,73.6%,1590,"Kingston, Rhode Island",1590,"16,613",3860,University-of-Rhode-Island
SUNY Polytechnic Institute,48%,"$49,600 USD",17:1,97%,"$15,439 USD",466,60.5%,1702,"Utica, New York",1702,"2,779",2964,SUNY-Polytechnic-Institute
College of Charleston,64%,"$40,500 USD",15:1,76%,"$18,677 USD",467,77.1%,1680,"Charleston, South Carolina",1680,"11,531",3877,College-of-Charleston
Mills College,59%,"$39,000 USD",10:1,100%,"$27,181 USD",468,71.6%,1750,"Oakland, California",1750,"1,397",471,Mills-College
Rider University,66%,"$49,400 USD",12:1,100%,"$29,583 USD",469,69.0%,1505,"Lawrenceville, New Jersey",1505,"5,069",2623,Rider-University
Oglethorpe University,62%,"$43,900 USD",15:1,97%,"$20,473 USD",470,78.5%,1685,"Atlanta, Georgia",1685,"1,155",1054,Oglethorpe-University
Maryland Institute College of Art,73%,"$32,400 USD",9:1,97%,"$39,718 USD",471,47.4%,1705,"Baltimore, Maryland",1705,"2,197",1841,Maryland-Institute-College-of-Art
Gannon University,64%,"$45,900 USD",12:1,98%,"$21,314 USD",472,75.8%,1539,"Erie, Pennsylvania",1539,"4,416",3644,Gannon-University
Pennsylvania State University-Penn State New Kensington,55%,"$47,700 USD",12:1,94%,"$14,227 USD",473,79.1%,1440,"New Kensington, Pennsylvania",1440,656,3727,Pennsylvania-State-University-Penn-State-New-Kensington
Ball State University,60%,"$38,800 USD",14:1,89%,"$12,847 USD",474,60.5%,1635,"Muncie, Indiana",1635,"21,196",1321,Ball-State-University
University of Washington-Tacoma Campus,49%,"$53,700 USD",16:1,88%,"$9,654 USD",475,82.6%,1435,"Tacoma, Washington",1435,"4,599",5200,University-of-Washington-Tacoma-Campus
William Carey University,62%,"$34,700 USD",13:1,98%,"$15,026 USD",476,56.9%,1417,"Hattiesburg, Mississippi",1417,"4,224",2285,William-Carey-University
Coleman University,100%,"$43,700 USD",7:1,73%,"$24,138 USD",476,73.6%,,"San Diego, California",,399,319,Coleman-University
SUNY at Purchase College,60%,"$34,400 USD",15:1,90%,"$17,336 USD",478,40.8%,1605,"Purchase, New York",1605,"4,169",2974,SUNY-at-Purchase-College
Salisbury University,67%,"$46,200 USD",16:1,87%,"$17,495 USD",479,60.6%,1725,"Salisbury, Maryland",1725,"8,671",1856,Salisbury-University
Fairleigh Dickinson University-College at Florham,54%,"$47,500 USD",17:1,100%,"$24,803 USD",480,83.2%,1545,"Madison, New Jersey",1545,"3,394",2582,Fairleigh-Dickinson-University-College-at-Florham
Adelphi University,63%,"$51,300 USD",11:1,98%,"$28,045 USD",481,72.2%,1675,"Garden City, New York",1675,"7,256",2681,Adelphi-University
University of Nebraska-Lincoln,67%,"$43,500 USD",21:1,93%,"$15,648 USD",482,76.4%,1717,"Lincoln, Nebraska",1717,"25,260",2481,University-of-Nebraska-Lincoln
Georgetown College,57%,"$40,500 USD",10:1,100%,"$20,060 USD",483,67.7%,1497,"Georgetown, Kentucky",1497,"1,364",1605,Georgetown-College
Howard University,61%,"$46,000 USD",11:1,89%,"$20,429 USD",484,49.0%,1655,"Washington, District of Columbia",1655,"10,002",806,Howard-University
Massachusetts College of Art and Design,74%,"$34,000 USD",9:1,90%,"$21,277 USD",485,71.3%,1625,"Boston, Massachusetts",1625,"1,990",1953,Massachusetts-College-of-Art-and-Design
Ouachita Baptist University,60%,"$37,400 USD",13:1,100%,"$19,102 USD",486,68.5%,1635,"Arkadelphia, Arkansas",1635,"1,538",190,Ouachita-Baptist-University
Stevenson University,56%,"$50,300 USD",14:1,98%,"$26,681 USD",487,59.7%,1505,"Stevenson, Maryland",1505,"4,185",1867,Stevenson-University
Morningside College,58%,"$40,000 USD",13:1,100%,"$21,008 USD",488,56.0%,,"Sioux City, Iowa",,"2,797",1477,Morningside-College
Flagler College-St Augustine,63%,"$36,900 USD",16:1,89%,"$21,804 USD",489,50.5%,1579,"Saint Augustine, Florida",1579,"2,701",844,Flagler-College-St-Augustine
North Park University,56%,"$42,500 USD",11:1,100%,"$19,158 USD",490,49.4%,1550,"Chicago, Illinois",1550,"3,159",1253,North-Park-University
Otterbein University,59%,"$41,200 USD",10:1,100%,"$24,538 USD",491,75.3%,1630,"Westerville, Ohio",1630,"2,808",3363,Otterbein-University
Oklahoma State University-Main Campus,60%,"$43,800 USD",20:1,89%,"$14,222 USD",492,75.1%,1635,"Stillwater, Oklahoma",1635,"25,930",3456,Oklahoma-State-University-Main-Campus
Notre Dame of Maryland University,54%,"$47,500 USD",12:1,100%,"$19,902 USD",493,51.9%,1605,"Baltimore, Maryland",1605,"2,612",1850,Notre-Dame-of-Maryland-University
Mississippi State University,61%,"$40,100 USD",19:1,95%,"$15,426 USD",494,65.2%,1665,"Mississippi State, Mississippi",1665,"20,873",2272,Mississippi-State-University
SUNY Maritime College,50%,"$74,500 USD",17:1,95%,"$16,813 USD",495,68.3%,1625,"Throggs Neck, New York",1625,"1,860",2980,SUNY-Maritime-College
Western Washington University,69%,"$43,600 USD",18:1,83%,"$15,914 USD",496,82.4%,1640,"Bellingham, Washington",1640,"15,332",4525,Western-Washington-University
Wentworth Institute of Technology,61%,"$56,700 USD",15:1,98%,"$34,057 USD",497,66.7%,1605,"Boston, Massachusetts",1605,"4,576",2008,Wentworth-Institute-of-Technology
Endicott College,70%,"$46,900 USD",14:1,92%,"$33,171 USD",498,72.8%,1595,"Beverly, Massachusetts",1595,"4,695",1917,Endicott-College
Seattle Pacific University,69%,"$45,000 USD",15:1,99%,"$27,134 USD",499,81.6%,1702,"Seattle, Washington",1702,"4,204",4510,Seattle-Pacific-University
University of Illinois at Chicago,57%,"$51,100 USD",18:1,83%,"$11,494 USD",500,76.7%,1660,"Chicago, Illinois",1660,"29,048",1192,University-of-Illinois-at-Chicago
Bryan College-Dayton,62%,"$34,300 USD",14:1,90%,"$16,153 USD",,45.5%,1458,"Dayton, Tennessee",1458,"1,489",3969,Bryan-College-Dayton
The University of Tampa,61%,"$43,900 USD",17:1,93%,"$28,203 USD",,50.7%,1605,"Tampa, Florida",1605,"7,959",954,The-University-of-Tampa
LeTourneau University,52%,"$48,300 USD",12:1,97%,"$23,024 USD",,45.5%,1680,"Longview, Texas",1680,"2,795",4169,LeTourneau-University
Lewis & Clark College,75%,"$41,100 USD",12:1,94%,"$34,038 USD",,62.8%,1910,"Portland, Oregon",1910,"3,526",3509,Lewis-And-Clark-College
Philadelphia University,58%,"$48,300 USD",13:1,98%,"$28,130 USD",,64.2%,1600,"Philadelphia, Pennsylvania",1600,"3,670",3759,Philadelphia-University
Lyon College,50%,"$38,600 USD",15:1,100%,"$17,213 USD",,59.1%,1595,"Batesville, Arkansas",1595,715,149,Lyon-College
Pennsylvania State University-Penn State Wilkes-Barre,50%,"$47,700 USD",13:1,93%,"$14,590 USD",,87.6%,1450,"Lehman, Pennsylvania",1450,501,3729,Pennsylvania-State-University-Penn-State-Wilkes-Barre
Converse College,64%,"$31,200 USD",12:1,100%,"$17,322 USD",,57.8%,1545,"Spartanburg, South Carolina",1545,"1,148",3887,Converse-College
CUNY Brooklyn College,51%,"$44,500 USD",15:1,88%,"$9,053 USD",,37.3%,1672,"Brooklyn, New York",1672,"17,410",2756,CUNY-Brooklyn-College
St Mary's University,55%,"$45,600 USD",11:1,99%,"$17,164 USD",,55.2%,1545,"San Antonio, Texas",1545,"3,625",4222,St-Mary-s-University
Dallas Baptist University,55%,"$42,400 USD",13:1,96%,"$24,791 USD",,41.9%,1680,"Dallas, Texas",1680,"5,319",4112,Dallas-Baptist-University
University of Utah,60%,"$49,500 USD",16:1,78%,"$12,136 USD",,81.4%,1710,"Salt Lake City, Utah",1710,"31,592",4322,University-of-Utah
George Fox University,63%,"$41,700 USD",14:1,100%,"$26,829 USD",,76.6%,1605,"Newberg, Oregon",1605,"3,925",3505,George-Fox-University
Temple University,66%,"$47,200 USD",14:1,92%,"$20,236 USD",,55.7%,1665,"Philadelphia, Pennsylvania",1665,"38,007",3815,Temple-University
Gordon College,71%,"$39,700 USD",13:1,100%,"$28,414 USD",,93.2%,1630,"Wenham, Massachusetts",1630,"2,045",1924,Gordon-College
Oklahoma City University,61%,"$40,100 USD",11:1,98%,"$27,477 USD",,70.2%,1614,"Oklahoma City, Oklahoma",1614,"2,991",3460,Oklahoma-City-University
Gwynedd Mercy University,63%,"$51,600 USD",10:1,100%,"$24,808 USD",,68.5%,1370,"Gwynedd Valley, Pennsylvania",1370,"2,582",3652,Gwynedd-Mercy-University
International Business College-Fort Wayne,77%,"$27,300 USD",15:1,95%,"$15,613 USD",,76.9%,,"Fort Wayne, Indiana",,340,1379,International-Business-College-Fort-Wayne
Chamberlain College of Nursing-Missouri,38%,"$52,600 USD",12:1,100%,"$22,240 USD",,,,"St. Louis, Missouri",,,8720,Chamberlain-College-of-Nursing-Missouri
Kettering College,82%,"$54,000 USD",9:1,95%,"$18,939 USD",,100.0%,1625,"Kettering, Ohio",1625,732,3296,Kettering-College
CUNY Hunter College,50%,"$45,000 USD",11:1,89%,"$10,944 USD",,38.7%,1747,"New York, New York",1747,"22,918",2761,CUNY-Hunter-College
Manhattanville College,58%,"$47,500 USD",12:1,99%,"$23,838 USD",,74.1%,1600,"Purchase, New York",1600,"2,921",2837,Manhattanville-College
Sacred Heart University,70%,"$53,900 USD",15:1,100%,"$38,313 USD",,59.0%,1413,"Fairfield, Connecticut",1413,"8,235",771,Sacred-Heart-University
Salve Regina University,64%,"$49,700 USD",13:1,100%,"$28,867 USD",,72.6%,1657,"Newport, Rhode Island",1657,"2,757",3863,Salve-Regina-University
Caldwell University,55%,"$44,400 USD",12:1,95%,"$17,031 USD",,63.5%,1440,"Caldwell, New Jersey",1440,"2,138",2559,Caldwell-University
Florida International University,52%,"$43,700 USD",25:1,86%,"$11,326 USD",,50.4%,1610,"Miami, Florida",1610,"49,782",852,Florida-International-University
Pennsylvania State University-Penn State York,50%,"$47,700 USD",15:1,78%,"$14,883 USD",,85.6%,1530,"York, Pennsylvania",1530,"1,105",3746,Pennsylvania-State-University-Penn-State-York
Marietta College,55%,"$39,500 USD",10:1,96%,"$23,539 USD",,72.0%,1627,"Marietta, Ohio",1627,"1,331",3307,Marietta-College
Eastern University,55%,"$41,300 USD",10:1,100%,"$24,583 USD",,52.2%,1515,"Saint Davids, Pennsylvania",1515,"3,505",3622,Eastern-University
Webster University,59%,"$40,500 USD",13:1,98%,"$23,490 USD",,56.1%,1672,"Saint Louis, Missouri",1672,"15,256",2418,Webster-University
Belmont University,68%,"$41,800 USD",14:1,92%,"$32,672 USD",,80.3%,1717,"Nashville, Tennessee",1717,"7,350",3967,Belmont-University
Herzing University-Winter Park,78%,"$42,300 USD",11:1,100%,"$25,129 USD",,,,"Winter Park, Florida",,,5318,Herzing-University-Winter-Park
Waynesburg University,54%,"$45,100 USD",12:1,99%,"$18,401 USD",,85.6%,1472,"Waynesburg, Pennsylvania",1472,"1,869",3833,Waynesburg-University
The Sage Colleges,58%,"$38,900 USD",12:1,100%,"$16,890 USD",,53.9%,1477,"Troy, New York",1477,"2,897",2919,The-Sage-Colleges
Covenant College,58%,"$39,600 USD",13:1,100%,"$25,141 USD",,94.0%,1750,"Lookout Mountain, Georgia",1750,"1,102",1009,Covenant-College
California State Polytechnic University-Pomona,52%,"$50,700 USD",27:1,74%,"$13,603 USD",,39.3%,1590,"Pomona, California",1590,"23,717",260,California-State-Polytechnic-University-Pomona
Florida Institute of Technology,54%,"$55,200 USD",8:1,96%,"$32,319 USD",,57.4%,1777,"Melbourne, Florida",1777,"6,631",850,Florida-Institute-of-Technology
St Catherine University,61%,"$45,000 USD",10:1,99%,"$23,614 USD",,67.4%,1601,"Saint Paul, Minnesota",1601,"4,961",2225,St-Catherine-University
University of North Carolina at Charlotte,54%,"$41,500 USD",19:1,74%,"$8,761 USD",,63.3%,1610,"Charlotte, North Carolina",1610,"27,983",3105,University-of-North-Carolina-at-Charlotte
Centenary College of Louisiana,59%,"$40,400 USD",8:1,98%,"$26,339 USD",,67.1%,1635,"Shreveport, Louisiana",1635,588,1676,Centenary-College-of-Louisiana
Doane University-Arts & Sciences,60%,"$42,900 USD",11:1,100%,"$22,339 USD",,76.6%,1410,"Crete, Nebraska",1410,"1,057",2462,Doane-University-Arts-And-Sciences
Bluffton University,60%,"$37,600 USD",12:1,100%,"$21,356 USD",,53.6%,1475,"Bluffton, Ohio",1475,"1,011",3206,Bluffton-University
Concordia University-Irvine,63%,"$42,500 USD",15:1,97%,"$26,643 USD",,59.2%,1507,"Irvine, California",1507,"4,505",306,Concordia-University-Irvine
University of Mississippi,59%,"$40,500 USD",18:1,86%,"$14,918 USD",,78.7%,1642,"University, Mississippi",1642,"23,212",2265,University-of-Mississippi
Grand Valley State University,70%,"$39,400 USD",17:1,87%,"$15,752 USD",,81.1%,1627,"Allendale, Michigan",1627,"25,325",2063,Grand-Valley-State-University
Wingate University,53%,"$37,800 USD",14:1,93%,"$18,821 USD",,69.8%,1525,"Wingate, North Carolina",1525,"3,149",3151,Wingate-University
University of Wisconsin-La Crosse,67%,"$44,700 USD",18:1,83%,"$13,326 USD",,80.0%,,"La Crosse, Wisconsin",,"10,490",4643,University-of-Wisconsin-La-Crosse
Westminster College-Salt Lake City,60%,"$46,300 USD",9:1,98%,"$23,075 USD",,96.0%,1680,"Salt Lake City, Utah",1680,"2,821",4324,Westminster-College-Salt-Lake-City
Saint Mary's College of California,60%,"$58,400 USD",11:1,89%,"$33,075 USD",,97.5%,1683,"Moraga, California",1683,"4,030",601,Saint-Mary-s-College-of-California
West Virginia Wesleyan College,60%,"$40,600 USD",13:1,100%,"$18,521 USD",,77.2%,1430,"Buckhannon, West Virginia",1430,"1,518",4573,West-Virginia-Wesleyan-College
Georgia College and State University,61%,"$38,900 USD",17:1,96%,"$17,609 USD",,75.7%,1695,"Milledgeville, Georgia",1695,"6,889",1023,Georgia-College-and-State-University
Regis University,58%,"$50,500 USD",14:1,97%,"$25,544 USD",,65.7%,1585,"Denver, Colorado",1585,"8,725",706,Regis-University
Hastings College,57%,"$40,800 USD",13:1,99%,"$19,295 USD",,71.1%,1395,"Hastings, Nebraska",1395,"1,219",2464,Hastings-College
